StructureID,StructureName,Longitude,Latitude
ANT238,van den HEUVALS BRIDGE,-61.939416,45.453897
ANT239,HURLBERT BROOK,-62.016186,45.444228
ANT240,LOCHABER LAKE STREAM CULVERT,-62.01205,45.453279
ANT241,LOCHABER BROOK CULVERT,-62.013503,45.449862
ANT242,MacDOUGALLS BRIDGE,-61.843875,45.497823
ANT243,WEST POMQUET RIVER BRIDGE,-61.874878,45.507583
ANT244,WHIDDENS BRIDGE,-61.994921,45.621184
ANT245,BEAULY #2 BRIDGE,-61.818075,45.526159
ANT246,GEORGEVILLE BROOK BRIDGE,-62.020123,45.821174
ANT247,HARDYS BRIDGE,-61.996641,45.427592
ANT248,KNOYDART BROOK,-62.199751,45.706111
ANT249,MONASTERY CULVERT,-61.606682,45.600804
ANT250,ANNABELLES CULVERT,-61.901579,45.544353
ANT251,BROWNS BRIDGE,-62.028661,45.434378
ANT252,TURNBULLS BRIDGE,-62.04143,45.401123
ANT253,WEST AFTON RIVER BRIDGE,-61.722452,45.554929
ANT255,BEECH HILL ROAD O/P ON 104 EB,-61.968114,45.609823
ANT256,BEECH HILL ROAD O/P ON 104 WB,-61.968329,45.610123
ANT257,ADDINGTON FORKS U/P ON 104,-62.023822,45.600901
ANT258,WEST RIVER BRIDGE ON 104 EB,-61.980753,45.608778
ANT259,WEST RIVER BRIDGE ON 104 WB,-61.980926,45.609071
ANT260,TRUNK 7 HWY OP ON 104 EB,-61.999249,45.611451
ANT261,TRUNK 7 HWY OP ON 104 WB,-61.99924,45.611753
ANT262,CHURCH ST EXTENSION TUNNEL,-61.983449,45.608731
ANT265,BERNARD DECOSTES BRIDGE,-61.551496,45.594313
ANT266,MacDONALDS BRIDGE (TRACADIE RIVER),-61.56801,45.587744
ANT267,DESMOND BRIDGE,-61.579226,45.574518
ANT269,UPPER BIG TRACADIE CULVERT,-61.588703,45.577956
ANT273,HWY  104 CULVERT,-62.018959,45.603468
ANT275,Paq'tnkek First Nation Underpass,-61.735214,45.595671
ANT276,Lower Afton River,-61.733916,45.601854
ANT279,104 Antigonish Bypass West,-62.050272,45.596847
ANT280,104 Antigonish Bypass East,-61.954169,45.606266
CB001,SEVEN MILE (WIDENING) BRIDGE,-60.280426,46.069823
CB002,RORY BRAECHT BRIDGE,-60.529249,45.913961
CB003,BALLS CREEK BRIDGE,-60.310258,46.1498
CB004,BIG POND BRIDGE,-60.252078,46.249494
CB005,CAMPBELLS CREEK BRIDGE,-60.296638,46.149248
CB006,FYFES MILL BRIDGE,-60.382994,46.276619
CB007,LEITCHES CREEK CROSSING BRIDGE,-60.309327,46.167906
CB008,LEITCHES CREEK  RR O/P ON 305,-60.309661,46.171011
CB009,LITTLE BRAS D'OR BRIDGE,-60.294732,46.252135
CB010,SYDNEY RIVER 0N 305,-60.226899,46.113478
CB011,ALBERT BRIDGE,-60.059514,46.021749
CB012,CATALONE RIVER #1 BRIDGE,-59.995605,45.988651
CB013,SIX MILE BROOK CULVERT,-59.964296,45.952224
CB014,STILLWATER CULVERT,-59.969159,45.960208
CB015,ARNOLDS BROOK BRIDGE,-60.187111,46.217416
CB016,RIVER RYAN BRIDGE,-60.080283,46.215903
CB017,BARACHOIS HARBOUR BRIDGE,-60.43716,46.142994
CB018,BEAVER COVE BRIDGE,-60.558139,46.067471
CB019,BELFRY LAKE BRIDGE,-60.218225,45.794484
CB020,BENACADIE BRIDGE,-60.722739,45.946784
CB021,CATALONE RIVER #2 BRIDGE,-60.051942,45.979004
CB022,BLACK BROOK BRIDGE,-59.908635,46.105926
CB023,BLACKETTS LAKE BRIDGE,-60.28901,46.07578
CB025,CAMPBELL #1 BRIDGE,-60.320775,45.908582
CB026,CAMPBELL #2 BRIDGE,-60.296672,46.150657
CB027,CATALONE LAKE TRUSS,-59.937363,46.009068
CB028,MORRISON BROOK #1 CULVERT,-60.305214,46.115226
CB029,EWEN MacDONALD BRIDGE,-60.200581,45.978082
CB030,GASPEREAUX BRIDGE,-60.326124,45.919177
CB031,GEORGES RIVER BRIDGE,-60.342851,46.205149
CB032,GLACE BAY LAKE BRIDGE,-59.948006,46.160771
CB033,GLENGARRY TRUSS,-60.513175,45.912924
CB034,GOOSE POND BRIDGE,-59.832611,45.957441
CB035,HOMEVILLE TRUSS,-59.887992,46.084127
CB036,INDIAN BROOK BRIDGE,-60.602613,45.947862
CB037,IRISH BROOK #1 BRIDGE,-60.17495,45.857809
CB038,JAMES A. GILLIS BRIDGE,-60.277291,45.844787
CB039,JAMIESON BRIDGE,-60.088867,46.025454
CB040,JEWELS (LORRAINE) TRUSS,-59.942451,45.931693
CB041,JOE MacKINNON BRIDGE,-60.323764,46.022074
CB042,JOHN JOE GILLIS BRIDGE,-60.382677,46.02615
CB043,KELVIN BRIDGE,-60.311445,45.864286
CB044,LAKE UIST BRIDGE,-60.558582,45.811163
CB045,LOCH LOMOND BRIDGE,-60.527787,45.851369
CB046,LONG ISLAND BRIDGE,-60.407395,46.172758
CB048,LOWER BLACK BROOK BRIDGE,-60.014282,46.056331
CB049,MEADOWS ROAD BRIDGE,-60.3085,46.018938
CB050,MILL CREEK BRIDGE,-60.300129,46.283652
CB051,MARION BRIDGE,-60.21334,45.978618
CB052,MILL POND BRIDGE,-60.360601,46.306661
CB053,MIRA GUT,-59.968589,46.035908
CB055,MOUNTAIN BROOK BRIDGE,-60.353961,45.926321
CB056,MacCASKILL BROOK BRIDGE,-59.961916,46.151758
CB057,MacCUISH #1 BRIDGE,-60.566488,45.816258
CB058,MacINTOSH BRIDGE,-60.520231,45.965559
CB059,MacKINNON BRIDGE,-60.362656,46.240208
CB060,MacMULLIN BRIDGE,-60.034056,45.983822
CB062,MacPHERSON BRIDGE,-60.343337,46.129897
CB063,POND BRIDGE,-60.374687,46.022557
CB064,RIGHT OF WAY BRIDGE,-60.727442,45.929357
CB065,SALMON RIVER TRUSS,-60.322368,45.918486
CB066,SALMON RIVER (LOWER) BRIDGE,-60.302056,45.934197
CB068,SAND LAKE CULVERT,-59.933198,46.135924
CB070,SLUICE BRIDGE,-60.390516,46.016101
CB071,TROUT BROOK TRUSS,-60.154673,45.985667
CB072,UPPER MEADOWS CULVERT,-60.339164,46.005191
CB073,VICTORIA TRUSS,-60.287747,45.825747
CB074,WATSON'S CREEK BRIDGE,-60.278775,46.161718
CB075,WM MacDONALD BRIDGE,-60.530106,45.836425
CB076,LITTLE BRAS d'OR RR O/P ON 105,-60.292531,46.251689
CB077,NORTH SYDNEY 105 O/P ON 125,-60.263307,46.236604
CB078,NORTH SYDNEY CNR U/P ON 105,-60.250569,46.221915
CB079,LEITCHES CREEK EB,-60.311826,46.166255
CB079A,LEITCHES CREEK WB,-60.311398,46.166282
CB080,BALLS CREEK ON 125 EB,-60.309553,46.152114
CB081,125 O/P ON COXHEATH ROAD,-60.240699,46.110924
CB082,SYDNEY RIVER BRIDGE,-60.233843,46.107057
CB083,KINGS RD U/P ON 125 #1,-60.230589,46.105512
CB084,KINGS RD U/P ON 125 #2,-60.22655,46.105666
CB085,125 O/P ON GABARUS ROAD,-60.202298,46.10511
CB086,LOUISBOURG RD U/P ON 125,-60.168214,46.115213
CB087,105 O/P ON PLEASANT STREET,-60.247159,46.214668
CB089,COMMERCIAL STREET BRIDGE,-59.954201,46.193326
CB090,125 O/P ON JOHNSON ROAD,-60.27209,46.215772
CB091,125 O/P ON ROUTE 223,-60.312066,46.170162
CB092,BALLS CREEK ON 125 NB,-60.30922,46.152291
CB093,BALLS CREEK ON 305,-60.308879,46.152476
CB094,BALLS CREEK U/P ON 125 EB,-60.306533,46.146252
CB095,125 O/P ON SYDPORT ROAD,-60.262258,46.122878
CB096,BALLS CREEK U/P ON 125 WB,-60.306281,46.146389
CB097,ACONI BROOK #1 CULVERT,-60.386855,46.255525
CB098,SYDPORT KELTIC DR & CNR O/P,-60.256936,46.129861
CB099,GIBBONS #1 BRIDGE,-60.30972,45.946194
CB100,INTERVALE BRIDGE,-60.312421,45.936437
CB101,GIBBONS #2 BRIDGE,-60.306728,45.954171
CB102,GILLIS LAKE BRIDGE,-60.399754,46.055034
CB103,CRAWLEY CREEK BRIDGE,-60.288491,46.306511
CB104,MacKEIGAN CULVERT,-60.207692,45.967564
CB105,CATALONE RIVER #3 BRIDGE,-60.105697,45.985085
CB106,BIG RIDGE BRIDGE,-60.218882,45.954535
CB107,FRENCH ROAD BRIDGE,-60.237749,45.905922
CB108,CAMPBELL ROAD CULVERT,-60.297313,46.142332
CB109,GASPEREAUX BROOK BRIDGE,-60.532021,45.87453
CB110,ENON BRIDGE BRIDGE,-60.534222,45.815054
CB111,MUNRO BROOK BRIDGE,-60.551831,45.82455
CB113,JIM MacDONALD BROOK BRIDGE,-60.659495,45.836182
CB114,MacGILLIVARY BROOK BRIDGE,-60.554672,45.963798
CB115,KENNEDYS BRIDGE,-59.866414,45.958353
CB116,LITTLE LORRAINE BRIDGE,-59.861953,45.957936
CB117,MIRA RIVER BRIDGE,-60.293319,45.810891
CB118,ISLAND LAKE BROOK BRIDGE,-60.297411,45.80739
CB119,N.E. FRAMBOISE RIVER BRIDGE,-60.363084,45.764835
CB120,MORRISON BROOK #2  BRIDGE,-60.36454,45.76511
CB122,KILKENNY LAKE BROOK BRIDGE,-60.107663,46.215938
CB123,MacINTYRE BROOK BRIDGE,-60.569212,45.891823
CB124,MacNEILS BROOK BRIDGE,-60.638788,45.850055
CB125,CURRY BROOK BRIDGE,-60.343244,46.054782
CB126,DAN MORRISON BROOK BRIDGE,-60.361916,46.013319
CB127,TOMETARY CULVERT,-60.255644,46.059644
CB128,GRANTMYRE BROOK CULVERT,-60.312785,46.127701
CB129,DERBY POINT BRIDGE,-60.79459,45.953573
CB130,BLACK BROOK #1 CULVERT,-60.112831,46.068711
CB131,BLACK BROOK #2 CULVERT,-60.115673,46.067252
CB132,ACONI BROOK BRIDGE,-60.407988,46.242252
CB133,LIMESTONE BROOK #1 CULVERT,-60.297524,46.178293
CB134,LIMESTONE BROOK #2 BRIDGE,-60.296982,46.178777
CB136,HARE BROOK #1 BRIDGE,-60.689845,45.949099
CB137,HARE BROOK #2 BRIDGE,-60.691892,45.951111
CB138,DUTCH BROOK CULVERT,-60.203164,46.075845
CB139,CARIBOU MARSH BROOK BRIDGE,-60.232594,46.024771
CB140,MacSWEENS BRIDGE,-60.441407,46.036712
CB141,CARIBOU BRIDGE,-60.200662,46.050749
CB142,GILLIS FALLS BRIDGE,-60.392063,46.050533
CB143,MacADAMS LAKE CULVERT,-60.426003,46.030234
CB144,FRENCHVALE BROOK BRIDGE,-60.378938,46.108254
CB145,GUTHRO ROAD BRIDGE,-60.389694,46.103623
CB146,MacAULAYS BROOK BRIDGE,-60.41304,46.114896
CB147,WOODBINE BRIDGE,-60.303626,46.001198
CB148,MacCUISH #2 BRIDGE,-60.504871,45.814451
CB149,MIDDLE CAPE CULVERT,-60.614686,45.867302
CB150,MacDONALD BROOK BRIDGE,-60.585971,45.804439
CB151,CHRISTMAS BROOK BRIDGE,-60.617262,45.941759
CB152,REAR CHRISTMAS ISLAND BRIDGE,-60.705956,45.961665
CB153,NEW BARRA RAIL OVERPASS BRIDGE,-60.788632,45.959038
CB154,BARRA STRAIT BRIDGE,-60.799216,45.960361
CB155,BIG GLEN #2 BRIDGE,-60.453559,45.839484
CB156,BIG GLEN #1 BRIDGE,-60.458097,45.831508
CB157,STUARTS LAKE BRIDGE,-60.007042,45.943262
CB158,GERARDS BROOK BRIDGE,-60.000363,45.926061
CB159,BIG GLEN #3 BRIDGE,-60.42504,45.850323
CB160,BOISDALE CULVERT,-60.506511,46.097032
CB161,FRENCHVALE CULVERT,-60.414459,46.085327
CB162,PLEASANT ST. RR OVERPASS,-60.248476,46.213367
CB163,SHUNACADIE#1 CULVERT,-60.637466,46.027824
CB164,SHUNACADIE#2  CULVERT,-60.652687,46.019948
CB165,BIG BROOK CULVERT,-60.269794,46.127769
CB166,MacKINNON BROOK BRIDGE,-60.160099,46.008865
CB167,MAIN STREET LOUISBOURG BRIDGE,-59.97992,45.918133
CB168,MUGGAH CREEK BRIDGE,-60.188635,46.138987
CB169,RENWICK #2 BRIDGE,-59.961153,46.187543
CB170,WENTWORTH CREEK BRIDGE,-60.194928,46.132545
CB171,SMELT BROOK BRIDGE,-60.254981,46.203677
CB172,IRISH BROOK #2 BRIDGE,-60.092222,46.253116
CB173,GERRATT BROOK BRIDGE,-59.982938,45.922799
CB174,VICTORIA ROAD #1 BRIDGE,-60.226338,46.105474
CB175,VICTORIA ROAD #2 BRIDGE,-60.181598,46.151349
CB177,HILLDALE BRIDGE,-60.27493,45.965732
CB178,JOHN CAMPBELL BROOK  CULVERT,-60.664722,45.828455
CB179,ALEXANDRA STREET UNDERPASS(EXIT 7),-60.20185,46.105086
CB180,GEORGE ST OVERPASS Exit 8),-60.168135,46.115141
CB181,COW BAY RD UNDERPASS,-60.14605,46.140119
CB182,Grand MIRA NORTH,-60.317651,45.877749
CB185,Hardey Lake Culvert,-60.187966,45.870813
CB186,Grand Lake Road/125 Interchange,-60.145033,46.146892
COL002,BASS RIVER,-63.779738,45.414676
COL003,NELSON,-63.230327,45.26762
COL004,BUMPIS,-63.284215,45.263463
COL005,McCABE BROOK,-63.948017,45.396706
COL006,CAUSEWAY,-63.38542,45.378475
COL007,EAST RIVER,-64.029141,45.411754
COL008,ECONOMY RIVER,-63.89934,45.386186
COL009,FOLLY RIVER,-63.528793,45.398121
COL010,GREAT VILLAGE,-63.5983,45.415825
COL011,GEORGE GIBBONS,-63.336839,45.158342
COL012,C.N.R.  OVERPASS  W.B.,-63.307141,45.395429
COL013,ABOITEAU,-63.415745,45.383162
COL014,LITTLE BASS RIVER,-63.80728,45.399962
COL015,LOWER DEBERT,-63.510702,45.395385
COL016,LOWER FIVE ISLANDS,-64.082884,45.411859
COL017,LOWER PORTAPIQUE,-63.712072,45.406469
COL018,NORTH RIVER STRUCT. - W.B.,-63.27678,45.399806
COL019,LOCKHART,-63.278838,45.249469
COL020,TC 104 SALMON RIVER O/P W.B.,-63.075038,45.459163
COL021,STERRITT,-63.784285,45.410096
COL022,STEWIAKE OVERHEAD,-63.355807,45.135184
COL023,HINGLEY,-63.067085,45.473647
COL024,TRURO WINDSOR ROAD SB OVERPASS,-63.318951,45.367286
COL025,SALMON RIVER,-63.272931,45.368331
COL026,BAYHEAD,-63.373584,45.744194
COL027,BLOCKHOUSE,-63.326348,45.729464
COL028,CAMPBELL,-63.304177,45.718685
COL029,DEWARS RIVER,-63.401953,45.762574
COL030,LOCKERBY,-63.279727,45.703904
COL031,MILLARD,-63.3633,45.738286
COL032,ALEX HAYMAR,-63.228553,45.680998
COL033,BALFRON,-63.226684,45.672569
COL034,TC 104 SALMON RIVER O/P E.B.,-63.075011,45.458859
COL035,CAMERON,-63.229371,45.655501
COL036,CREEK #1,-63.280881,45.383435
COL037,EDMOND LYNDS,-63.23993,45.432249
COL038,RIVERSDALE RD  OVERPASS - E.B.,-63.081625,45.456283
COL039,STEVENS CROSS RD UNDERPASS,-63.106873,45.44472
COL040,BLACKMORE,-63.212684,45.495508
COL041,SABRA LYNDS,-63.215297,45.454356
COL042,PICTOU ROAD OVERPASS,-63.20266,45.399321
COL043,WILSON LYNDS,-63.228859,45.439802
COL045,ACADIA MINES,-63.613277,45.490768
COL046,ANDERSON JOHNSON,-62.925562,45.230767
COL047,LOWER TRURO ROAD SB OVERPASS,-63.31553,45.3623
COL048,ARCH HAYMAN,-63.227759,45.654462
COL049,TCH 102 & 104 INTERCHANGE  W B,-63.324824,45.390298
COL050,TRUNK 4 CONNECTOR,-63.030923,45.481374
COL051,BARNHILL,-63.396101,45.407624
COL052,BARRACHOIS,-63.267705,45.731347
COL053,BEAVER MEADOW,-63.900882,45.41351
COL054,BELL,-63.360766,45.638989
COL055,BELMONT,-63.383914,45.424452
COL056,BERT MILLER,-62.932459,45.271473
COL057,BERRY HILL,-62.940877,45.218499
COL058,BIG BROOK,-63.119557,45.647486
COL059,McCLURES BROOK  (NB),-63.317034,45.364306
COL060,BLACK BROOK,-63.218446,45.679759
COL061,BROWN,-63.031577,45.410136
COL062,RIVERSDALE RD O/P WB,-63.081829,45.456509
COL063,BURNETT,-63.373614,45.041511
COL064,BROOKSIDE ROAD O/P ON 104 (WB),-63.2106,45.398944
COL065,CHAPLIN,-63.113174,45.2352
COL066,CLIFFORD SILL,-63.076984,45.267219
COL067,MCCLURES BROOK (SB),-63.317176,45.364281
COL068,CHAPEL,-63.612078,45.475789
COL069,RUSSELLS MULTIPLATE,-63.067673,45.464668
COL070,COOPER,-63.311473,45.698459
COL071,CORBETT,-63.207269,45.219297
COL072,COX BROOK,-62.872515,45.271693
COL073,GEORGE JEFFERS,-63.010388,45.187923
COL074,COTTAM,-63.44278,45.482141
COL075,CREAMERY,-62.962038,45.230686
COL076,KEDDYS MULTIPLATE,-63.372726,45.384771
COL077,WHITES MULTIPLATE,-63.337477,45.386435
COL078,CROCKETT,-62.88792,45.31689
COL079,ROUTE 311 O/P ON 104 (WB),-63.270721,45.398541
COL080,SHAD CREEK,-64.065279,45.411246
COL081,CROWE'S MILLS #1,-63.704069,45.4276
COL082,DAVID BENTLY,-62.950639,45.253637
COL083,DEBERT STATION,-63.460381,45.438027
COL084,DONALDSON,-63.326293,45.703793
COL085,DEYARMOND,-62.956498,45.285793
COL086,DUNLOP,-63.050114,45.231228
COL087,AIRPORT,-63.476383,45.413817
COL088,EASTVILLE,-62.886075,45.278569
COL089,EAST BROOK,-63.199831,45.193982
COL090,EBEN FULTON,-62.99016,45.222826
COL091,EDWIN PUTMAN,-63.155338,45.227745
COL092,ALTON,-63.303102,45.189501
COL093,BROOKSIDE,-63.271066,45.382025
COL094,BRENTON,-63.208822,45.230893
COL095,FLEMMING,-63.609205,45.476321
COL096,FIELDS,-63.244053,45.24374
COL097,FRANK COX,-62.996308,45.21517
COL098,FRASER GEDDLES,-63.008618,45.192581
COL099,TAYLOR MILL,-63.23261,45.097006
COL100,FRED CHRISITE,-63.196146,45.380519
COL103,FRED BENTLEY,-62.926613,45.28144
COL104,FULTON BROOK,-62.910223,45.242419
COL105,GAYS RIVER,-63.358597,45.029887
COL106,BIG BROOK - Under 3 m (Not a bridge),-63.095254,45.176582
COL107,GEDDIE GRIST MILL,-63.362145,45.62053
COL108,GREEN CREEK,-63.408784,45.237773
COL109,GRAHAM,-62.939948,45.264512
COL110,GRIST MILL,-63.136237,45.580857
COL111,GULLY,-63.03313,45.219718
COL112,COX GULLY #2,-62.995957,45.204915
COL113,HENRY CHRISTIE,-63.174731,45.360191
COL114,RUTHERFORD,-62.89228,45.216023
COL115,HENDERSON,-63.24542,45.652196
COL116,HIGGINS,-63.364529,45.398327
COL117,HIGGINS (JOSH),-63.383437,45.444764
COL118,HUGH MCKAY,-63.25843,45.649614
COL119,ISSAC MCCABE,-63.107681,45.368039
COL120,JACK BROOK,-62.974219,45.300849
COL123,JOHN MILLER,-63.311416,45.633263
COL124,KENNEDY (SANDY),-63.345085,45.261208
COL126,LAYS,-62.916007,45.226191
COL127,MOOSE CREEK (BIG),-63.322998,45.366671
COL128,LIGHTBODY,-63.398727,45.429671
COL129,LOGAN BROOK,-62.853836,45.359533
COL130,LOMBARD CREEK,-63.324364,45.704525
COL131,LOWER GULCH,-63.621652,45.474634
COL132,LOWER ST ANDREWS,-63.388973,45.077939
COL133,LUTHER MCNUTT,-63.254184,45.451898
COL134,LYNDS (ALFRED),-63.219516,45.438285
COL136,MARSHALL,-63.369444,45.634297
COL137,MARTIN JOHNSON,-62.993854,45.324029
COL138,MATHESON,-63.36448,45.632447
COL139,MILE BROOK,-63.170778,45.398333
COL140,MILL,-63.387117,45.249392
COL141,MILL BROOK,-63.445384,45.630444
COL143,MILLER,-63.231599,45.090652
COL144,MILLER WHITE,-63.196904,45.647019
COL146,MCCALLUM,-63.13306,45.2942
COL147,MCELMON,-63.52642,45.442882
COL148,MCKAY (WILL),-63.114732,45.652548
COL149,MACINTOSH,-63.379338,45.698148
COL151,MCLEAN,-63.34043,45.067322
COL152,MCLEOD,-63.174212,45.69784
COL153,GEORGE HIGGINS,-63.005292,45.182867
COL154,RUSSELL THOMPSON,-63.278945,45.638294
COL156,PARK ST.,-63.281533,45.376837
COL157,PIERCE,-63.401361,45.409183
COL159,PLUM HOLE,-63.420363,45.310472
COL160,POLLOCKS,-63.297727,45.145611
COL161,POLSON,-63.211432,45.497017
COL162,PORTEAUS,-63.32115,45.659272
COL164,PUGH,-63.34933,45.676386
COL165,PURDY,-63.585417,45.467627
COL166,RED,-63.136357,45.225029
COL167,RIVERSDALE,-63.046719,45.42368
COL169,ROBIE PUTMAN,-63.165888,45.230464
COL170,ROUNDBANK - WILSON,-62.944671,45.227007
COL171,RUTHERFORD MILLS,-63.105931,45.236995
COL172,SAM COX,-62.881518,45.272891
COL173,SAM STAPLES,-63.394422,45.460677
COL174,SANDY CHISHOLM,-64.027017,45.41412
COL175,SNADY CLARK (MEADOW),-63.355965,45.249698
COL177,SOLEY,-63.481265,45.423332
COL179,ST ANDREWS,-63.291467,45.12449
COL180,SPENCER,-63.598154,45.438359
COL181,SPRINGSIDE,-62.909713,45.257398
COL182,STEVENS (BURPEE),-63.269335,45.209069
COL187,SWAN MITCHELL #1,-63.378495,45.666034
COL188,SYDNEY MINGO,-63.18509,45.696354
COL189,TAYLOR,-64.042278,45.415271
COL190,TROUT BROOK,-63.329005,45.703694
COL191,UPPER BASS RIVER,-63.771915,45.438474
COL192,VALLEY,-63.195967,45.383289
COL193,VERNON,-63.214929,45.369259
COL194,WALLACE BROOK,-63.296933,45.103939
COL195,WALLS,-63.080582,45.428497
COL196,WH SWAN #1,-63.371031,45.669424
COL201,MAY POLE,-63.385202,45.055794
COL202,COOKS MILL,-63.389756,45.031986
COL203,MURDOCK'S,-63.248539,45.693519
COL204,BAILLIE BROOK,-63.250474,45.640167
COL205,GEORGE SUTHERLAND,-63.219626,45.637617
COL206,GILBERT SUTHERLAND,-63.217755,45.625982
COL207,GULTCH,-63.235208,45.605784
COL208,KAVANAUGH MILLS,-63.256793,45.607189
COL209,BIZ BROOK,-63.243783,45.6951
COL210,REID,-63.217785,45.73995
COL213,DAVE VINCENT,-63.399899,45.629935
COL214,MITCHELL SWAN #2,-63.381895,45.668118
COL215,MCINTOSH MILL,-63.31996,45.615393
COL216,WILLIAM STERRITT,-63.76949,45.438438
COL218,AUSTIN CAMPBELL,-63.701027,45.416327
COL219,FIVE ISLANDS RIVER(BASS RIVER),-64.056049,45.412096
COL220,MOHNS OVERHEAD CROSSING,-63.531311,45.486441
COL221,WHARF ROAD - CREAMERY,-63.597063,45.409265
COL222,BASELINE RD BAILEY,-63.542926,45.484101
COL224,MCELMON ROAD U/P ON 104,-63.428867,45.397521
COL225,MASSTOWN U/P ON 104,-63.48435,45.395458
COL226,BELMONT ROAD U/P ON 104,-63.406337,45.392596
COL229,STEWART'S,-63.254443,45.425547
COL230,KEMPTOWN,-63.074236,45.462618
COL231,TUPPER BROOK (KENNEDY),-63.051294,45.17164
COL232,JOHN MCCULLOCH,-63.081059,45.163368
COL233,SOUTH BRANCH,-63.084053,45.16827
COL234,FISHER'S GULLY,-63.14725,45.219902
COL235,DOWNING BROOK,-63.254359,45.212666
COL236,SUTHER FISHER,-63.172175,45.207258
COL237,WEST SHORTT'S LAKE RD O/P NB,-63.313414,45.198628
COL238,WEST SHORTT'S LAKE RD O/P SB,-63.31377,45.198747
COL239,WATERING BROOK,-63.23486,45.177487
COL241,STEWIACKE RIVER,-63.350482,45.144337
COL242,FORT ELLIS ROAD  U/P,-63.356102,45.150025
COL243,STEWIACKE RIVER ON 102 NB,-63.359851,45.144487
COL244,STEWIACKE RIVER ON 102 SB,-63.360283,45.144509
COL245,STEWIACKE INTERCHANGE O/P NB,-63.363328,45.139717
COL246,STEWIACKE INTERCHANGE O/P SB,-63.363709,45.139801
COL247,BACK ROAD U/P ON 102,-63.39233,45.108607
COL248,CREAMERY,-63.270448,45.255827
COL249,HILDEN ROAD O/P NB,-63.303735,45.304246
COL250,HILDEN ROAD O/P ON 102 SB,-63.304118,45.304149
COL251,PLEASANT VALLEY RD RR O/P SB,-63.292381,45.250681
COL252,PLEASANT VALLEY RD RR O/P NB,-63.291976,45.250757
COL253,PICTOU ROAD OVERPASS,-63.203096,45.399083
COL254,EAST MOUNTAIN ROAD O/P ON 104,-63.162785,45.412861
COL255,BROOKSIDE ROAD U/P ON 104,-63.244263,45.393284
COL256,BROOKSIDE ROAD O/P ON 104 (EB),-63.210316,45.398722
COL257,EAST MOUNTAIN RD O/P(WB),-63.163074,45.413054
COL258,MACDONALDS BROOK,-63.178357,45.341687
COL259,JOE ROSS,-63.208316,45.397279
COL260,ONSLOW ROAD U/P ON 102,-63.321187,45.379778
COL261,SALMON RIVER (NB),-63.320244,45.374046
COL262,VIADUCT ON MARSH NEAR SALMON  (NB),-63.319711,45.370595
COL263,TRURO WINDSOR ROAD (NB) O/P,-63.318806,45.367305
COL264,LOWER TRURO ROAD (NB) O/P,-63.315286,45.362212
COL265,MCCLURES MILL U/P ON 102,-63.308006,45.351092
COL266,CROWES MILL ROAD U/P ON 10,-63.366745,45.383132
COL267,HIGHWAY 102 OP ON T.C.H. 104,-63.324678,45.39005
COL268,104 RR O/P E. B.  @ MILE 3.16,-63.306694,45.395254
COL269,WEST NORTH RIVER U/P ON 104,-63.285761,45.400549
COL270,ROUTE 311 O/P ON 104  E /B,-63.270941,45.398302
COL271,NORTH RIVER EAST BOUND,-63.276783,45.399512
COL272,ONSLOW,-63.285347,45.387181
COL273,SOLEY BROOK #2,-63.339921,45.36338
COL275,LEGGE BROOK,-63.15482,45.298874
COL276,FOUR MILE BROOK,-63.282615,45.629734
COL277,CARR'S INTERVALE,-63.71926,45.436366
COL278,WILLIS ROODE,-63.395721,45.451681
COL279,MILL POND,-63.54602,45.523581
COL300,MACKENZIE,-63.069824,45.481196
COL301,BARRY TOTTEN,-63.484089,45.482083
COL302,DAVID STAPLES,-63.393729,45.455592
COL303,BEAVERBROOK,-63.371742,45.425502
COL304,CLIFTON,-63.404913,45.344315
COL305,ISAAC SANDERSON,-63.420773,45.323581
COL306,LEWIS FISHER,-63.079536,45.266685
COL307,BURGESS,-63.026378,45.24728
COL309,COOK'S BROOK,-63.656002,45.470912
COL310,SUTHERLAND,-63.31864,45.6164
COL311,UPHAM,-63.365996,45.739894
COL312,FRED MUNROE,-63.444397,45.630634
COL313,CREIGHTON,-63.373061,45.615997
COL315,POND,-63.420656,45.584511
COL316,BIRCHTREE,-63.116154,45.625222
COL318,MAHONEY,-63.291773,45.591081
COL319,SUGAR LOAF,-63.293711,45.587702
COL320,HALFWAY,-63.2831,45.544461
COL321,CROOKED BROOK,-63.268042,45.51857
COL322,HOLMES,-63.39983,45.739031
COL323,LAKE BROOK,-63.439356,45.702891
COL324,SEMPLE CREEK,-63.194127,45.731662
COL325,EAST EARLTOWN,-63.165095,45.654099
COL326,WILLIAM FERGUSON,-63.198028,45.587164
COL327,HAL KIE,-63.138976,45.578871
COL328,LYNCHES,-63.14063,45.564405
COL329,JOHN MCNUTT,-63.207863,45.526528
COL330,CARRS BROOK,-63.932015,45.387385
COL331,SUTHER SPENCER,-63.682921,45.399983
COL332,HIGHLAND CULVERT,-63.594553,45.410408
COL333,DENSMORE BRANCH,-63.851484,45.436148
COL335,BEECHER CARR,-63.711636,45.428425
COL336,LASKEY,-63.835981,45.41827
COL337,ED SPENCER #2,-63.598585,45.440627
COL338,GEORGE MCCABE,-63.695863,45.424813
COL339,ED SPENCER #1,-63.599272,45.441295
COL340,CAMPBELL,-63.540666,45.483591
COL341,LOCKHART'S,-63.283117,45.252859
COL342,DANIEL'S,-63.287704,45.251774
